the_geom,STREETNAME,TYPE,CNN,FROM_ST,TO_ST,FACILITY_T,YEAR_INSTA,DIRECT,SHAPE_LENG,SURFACE_TR,BARRIER,INNOVATIVE,NOTES,DIR,DOUBLE,FY,QTR,STREET_,LENGTH,NUMBER_,SHARROW,UPDATE_YR,SM_SWEEPER,CONTRAFLOW,CREATED_US,CREATED_DA,LAST_EDITE,LAST_EDI_1,SHAPE_LEN
"LINESTRING (-122.46999446974924 37.80470129801445, -122.4698273906118 37.804362152399136, -122.46940359218969 37.80413151219786, -122.46927591396916 37.803994878555265, -122.46908241595652 37.803502517332554, -122.46888918210752 37.80302006302613, -122.46887151841072 37.80286080367193, -122.46908881358219 37.802297196420156, -122.46915963718298 37.801871842502834)",LINCOLN,BLVD,19452000,ARMISTEAD RD,COWLES ST,BIKE LANE,0,2W,1144.17193621,,,,PRESIDIO,,0,0,0,Lincoln Blvd,0.22,4,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,1144.17193622
"LINESTRING (-122.45864906077462 37.8020016637312, -122.45841784628946 37.80214814168785)",LINCOLN,BLVD,19461000,TAYLOR RD,LINCOLN BLVD,BIKE LANE,2014,1W,85.48204352,,,,PRESIDIO,W,0,0,0,Lincoln Blvd,0.02,4,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,85.4820435244
"LINESTRING (-122.44905167005298 37.79501006598002, -122.44930222424682 37.79500853695492, -122.44961541874386 37.79491865973401, -122.44983168184193 37.79493047493403, -122.45009636893647 37.79500818462051, -122.45044340641066 37.7951101839464, -122.45061493309599 37.795196683706685, -122.45074324080812 37.79529260850562)",PRESIDIO,BLVD,19645000,RAWLES ST,SHAFTER RD,BIKE ROUTE,0,2W,529.40135739,,,,PRESIDIO,,0,0,0,Presidio Blvd,0.1,55,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,529.401357397
"LINESTRING (-122.46690054975788 37.802488173692076, -122.46693474513053 37.80233079697971, -122.46698971762237 37.80178807779967, -122.46702018192991 37.80168769889631)",MCDOWELL,AVE,19532000,CRISSY FIELD AV,COWLES ST,BIKE ROUTE,0,2W,293.99874126,,,,PRESIDIO,,0,0,0,Mcdowell Ave,0.06,4,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,293.998741245
"LINESTRING (-122.49208031906429 37.78638170634803, -122.49260115654236 37.786669016045074, -122.4927925337365 37.786682597612334, -122.49311486929732 37.786579654894055)",EL CAMINO DEL MAR,,5127000,LAKE ST,32ND AV,BIKE ROUTE,0,2W,339.2271655,,,,,,0,0,0,El Camino Del Mar,0.06,395,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,339.227165514
"LINESTRING (-122.48842669798191 37.78761635885946, -122.48864421477786 37.78768065560858, -122.48893138458043 37.787679586960444, -122.48921879212483 37.787628170032164, -122.48964135396082 37.78748651626473)",EL CAMINO DEL MAR,,5124000,28TH AV,EL CAMINO DEL MAR,BIKE LANE,2011,2W,367.7521634,,,,,,0,0,0,El Camino Del Mar,0.07,95,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,367.752163396
"LINESTRING (-122.4904744900562 37.78511874479448, -122.4904173333659 37.78435035490472)",30TH,AVE,1638000,LAKE ST,SEAVIEW TERR,BIKE ROUTE,2010,2W,280.27468667,,,,,,0,0,0,30th Ave,0.05,95,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,280.274686661
"LINESTRING (-122.49056108859618 37.78628289293539, -122.4904744900562 37.78511874479448)",30TH,AVE,1637000,EL CAMINO DEL MAR,LAKE ST,BIKE ROUTE,0,2W,424.62992524,,,,,,0,0,0,30th Ave,0.08,95,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,424.629925242
"LINESTRING (-122.4904173333659 37.78435035490472, -122.49036449032197 37.783639955634996)",30TH,AVE,1639000,SEAVIEW TERR,CALIFORNIA ST,BIKE ROUTE,2010,2W,259.12224462,,,,,,0,0,0,30th Ave,0.05,95,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,259.122244613
"LINESTRING (-122.460249182129 37.79988021694555, -122.46039417295717 37.800008632505026, -122.4605425895287 37.80016228551885)",SHERIDAN,AVE,19685000,TAYLOR RD,ORD ST,BIKE ROUTE,0,2W,133.2710939,,,,PRESIDIO,,0,0,0,Sheridan Ave,0.03,61,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,133.271093888
"LINESTRING (-122.4605425895287 37.80016228551885, -122.46082731480327 37.80050795635198)",SHERIDAN,AVE,19686000,ORD ST,RILEY AV,BIKE ROUTE,0,2W,150.36530045,,,,PRESIDIO,,0,0,0,Sheridan Ave,0.03,61,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,150.365300453
"LINESTRING (-122.4596552586443 37.7975224558784, -122.45966656633229 37.79742439348703, -122.45965157608744 37.797226934387794, -122.45951522022787 37.79678436088349, -122.45947887626475 37.79661663101073, -122.45954517000276 37.796440960921, -122.45965731737975 37.796332856705874, -122.46005130046785 37.79600081425864)",ARGUELLO,BLVD,19011000,HARDIE AV,INFANTRY TERR,BIKE ROUTE,0,2W,619.57231726,,,,PRESIDIO,,0,0,0,Arguello Blvd,0.12,61,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,619.572317267
"LINESTRING (-122.46915963718298 37.801871842502834, -122.4692069249021 37.801107839628195, -122.46915499106984 37.800950915305386)",LINCOLN,BLVD,19453000,COWLES ST,STOREY AV,BIKE LANE,0,2W,337.6032914,,,,PRESIDIO,,0,0,0,Lincoln Blvd,0.06,4,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,337.603291407
"LINESTRING (-122.46915499106984 37.800950915305386, -122.46906940893312 37.80088600621165, -122.46819174210492 37.800533919486426, -122.46805306375803 37.800407379811, -122.46795763561948 37.80021073577432, -122.46794058611952 37.799992959501644, -122.46790361941103 37.799874633896984, -122.46777674014723 37.79976772120965, -122.46742389827136 37.7996447543066, -122.46717858151591 37.79959774210952)",LINCOLN,BLVD,19454000,STOREY AV,PARK BLVD,BIKE ROUTE,0,2W,817.70888312,,,,PRESIDIO,,0,0,0,Lincoln Blvd,0.15,4,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,817.708883128
"LINESTRING (-122.47565142499144 37.804441198878635, -122.47563680916666 37.804777180203494, -122.47560312681921 37.80501012947988, -122.47552091797003 37.80525623567655, -122.475285612328 37.80562016900452, -122.47508882189864 37.80583679529129, -122.47482080843699 37.806059102867366, -122.47463510420387 37.80618831780768, -122.47442332308952 37.80631796901288, -122.47428870576816 37.80640620293615, -122.47415393466713 37.806488708395456, -122.47392152851974 37.806578579657554, -122.47374665074395 37.806630835845915)",LINCOLN,BLVD,19445000,STOREY AV,HOFFMAN ST,BIKE ROUTE,0,2W,1035.62188372,,,,PRESIDIO,,0,0,0,Lincoln Blvd,0.2,2,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,1035.62188372
"LINESTRING (-122.47374665074395 37.806630835845915, -122.47343461100846 37.80672429729622)",LINCOLN,BLVD,19446000,UNNAMED #77,HOFFMAN ST,BIKE ROUTE,0,2W,96.35741734,,,,PRESIDIO,,0,0,0,Lincoln Blvd,0.02,2,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,96.3574173398
"LINESTRING (-122.47343461100846 37.80672429729622, -122.4728155255972 37.80686649206722, -122.47251321674514 37.80690307522046, -122.47235986097577 37.806899908258075)",LINCOLN,BLVD,19447000,BATTERY EAST RD,UNNAMED #77,BIKE ROUTE,0,2W,318.86136322,,,,PRESIDIO,,0,0,0,Lincoln Blvd,0.06,2,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,318.86136322
"LINESTRING (-122.47757806012399 37.80113722745521, -122.47747390640686 37.801345660879605, -122.47731424023364 37.80164292232797, -122.47713796234989 37.80186361461813, -122.47690256693039 37.80205327715184, -122.47671839933868 37.802260346534744, -122.47593924235309 37.803421994424, -122.47581017791413 37.80365336241977)",LINCOLN,BLVD,19442000,BATTERY DYNAMITE RD,MERCHANT RD,BIKE LANE,2011,2W,1054.93477128,,,,PRESIDIO,,0,0,0,Lincoln Blvd,0.2,95,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,1054.93477128
"LINESTRING (-122.44802384411152 37.793121965242584, -122.44845683558586 37.7939168573587, -122.4485254501759 37.79408502673202, -122.44852499815292 37.794290251002245, -122.44853215087976 37.79455593951569, -122.44860047675064 37.79471995898541, -122.44870489172568 37.79483082196577, -122.44883024345891 37.79491251061233, -122.44905167005298 37.79501006598002)",PRESIDIO,BLVD,19644000,WEST PACIFIC AV,RAWLES ST,BIKE ROUTE,0,2W,784.52280675,,,,PRESIDIO,,0,0,0,Presidio Blvd,0.15,55,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,784.522806754
"LINESTRING (-122.44730304407327 37.7984592328125, -122.44758315876629 37.79843579210243, -122.44773987753746 37.79840242163606, -122.44789592459011 37.79834340885124, -122.44805578732344 37.798207377712906, -122.44826737345387 37.797894733312326)",LOMBARD,ST,19486000,LYON ST,RUGER ST,BIKE LANE,2008,2W,375.15440718,,,,PRESIDIO,,0,0,0,Lombard St,0.07,4,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,375.154407192
"LINESTRING (-122.45287369204686 37.79997178120549, -122.45285313735543 37.79985659691975, -122.45278291968052 37.79951888570015, -122.45272591440873 37.79935039220802, -122.45260760003822 37.79918291477058)",LINCOLN,BLVD,19475000,TORNEY AV,PRESIDIO BLVD,BIKE ROUTE,0,2W,300.4249413,,,,PRESIDIO,,0,0,0,Lincoln Blvd,0.06,4,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,300.424941302
"LINESTRING (-122.46985881921444 37.80502045896044, -122.46999446974924 37.80470129801445)",LINCOLN,BLVD,19451000,CRISSY FIELD AV,ARMISTEAD RD,BIKE LANE,0,2W,122.6439564,,,,PRESIDIO,,0,0,0,Lincoln Blvd,0.02,4,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,122.643956386
"LINESTRING (-122.47581017791413 37.80365336241977, -122.4755868903355 37.80349205211642, -122.47556863247151 37.801682291846426, -122.47560625426999 37.80148031638084, -122.4756968140586 37.80111006060423)",RALSTON,AVE,19656000,LINCOLN BLVD,BATTERY DYNAMITE RD,BIKE ROUTE,0,2W,957.91768632,,,,PRESIDIO,,0,0,0,Ralston Ave,0.18,65,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,957.91768632
"LINESTRING (-122.46082731480327 37.80050795635198, -122.4613245216952 37.801086137987234, -122.46137739030895 37.80119428844777)",SHERIDAN,AVE,19687000,RILEY AV,LINCOLN BLVD,BIKE ROUTE,0,2W,297.10902795,,,,PRESIDIO,,0,0,0,Sheridan Ave,0.06,61,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,297.109027951
"LINESTRING (-122.45888862469015 37.79910050693574, -122.45902695897945 37.79890674986447, -122.4592103731341 37.798565180542916, -122.45937877226834 37.79818501412315, -122.45945289178523 37.79800125093739)",ARGUELLO,BLVD,19009000,SHERIDAN AV,MORAGA AV,BIKE ROUTE,0,2W,433.26393922,,,,PRESIDIO,,0,0,0,Arguello Blvd,0.08,61,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,433.263939228
"LINESTRING (-122.48100970213765 37.79235094632748, -122.48096236323592 37.79258028555376, -122.48091631832966 37.79284779609616, -122.48087083525935 37.79301905246037, -122.48082850166828 37.79317410500712, -122.48070076384525 37.79339011007301)",LINCOLN,BLVD,19438000,BOWLEY ST,STILWELL RD,BIKE ROUTE,0,2W,391.30990318,,,,PRESIDIO,,0,0,0,Lincoln Blvd,0.07,95,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,391.309903169
"LINESTRING (-122.44756773955089 37.76896943854213, -122.44720886218343 37.76719424705259, -122.44719918801248 37.76711055877999)",DOWNEY,ST,4964000,WALLER ST,FREDERICK ST,BIKE ROUTE,2010,2W,685.25549602,,,,,,0,0,0,Downey St,0.13,55,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,685.255496014
"LINESTRING (-122.44609172716231 37.77393537163941, -122.44590236611133 37.77299540574612)",MASONIC,AVE,8851000,HAYES ST,FELL ST,BIKE ROUTE,0,2W,346.60976027,,,,,,0,0,0,Masonic Ave,0.07,55,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,346.609760259
"LINESTRING (-122.43594032919995 37.774276678482636, -122.43612896418536 37.775205931121086)",SCOTT,ST,11687000,FELL ST,HAYES ST,BIKE ROUTE,2006,2W,342.72480999,,,,,,0,0,0,Scott St,0.06,47,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,342.72480999
"LINESTRING (-122.43612896418536 37.775205931121086, -122.43631814312617 37.776137836652694)",SCOTT,ST,11688000,HAYES ST,GROVE ST,BIKE ROUTE,2006,2W,343.70343982,,,,,,0,0,0,Scott St,0.07,47,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,343.703439828
"LINESTRING (-122.45256935395297 37.76450936164807, -122.45351591403556 37.764395394263936)",PARNASSUS,AVE,10289000,STANYAN ST,WOODLAND AV,BIKE ROUTE,2005,2W,276.74398412,,,,,,0,0,0,Parnassus Ave,0.05,40,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,276.74398413
"LINESTRING (-122.45351591403556 37.764395394263936, -122.45421726502755 37.76431094551324)",PARNASSUS,AVE,10290000,WOODLAND AV,WILLARD ST,BIKE ROUTE,2005,2W,205.05320275,,,,,,0,0,0,Parnassus Ave,0.04,40,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,205.053202745
"LINESTRING (-122.45578106554358 37.76407006982625, -122.4566699117296 37.76381468854912)",PARNASSUS,AVE,10292000,HILLPOINT AV,HILLWAY AV,BIKE ROUTE,2005,2W,273.24357385,,,,,,0,0,0,Parnassus Ave,0.05,40,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,273.243573846
"LINESTRING (-122.44876791421679 37.77073088375686, -122.44857881597218 37.76979785087863)",CLAYTON,ST,4131000,PAGE ST,HAIGHT ST,BIKE ROUTE,2010,2W,344.10531584,,,,,,0,0,0,Clayton St,0.07,55,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,344.105315836
"LINESTRING (-122.4405462099687 37.77177909830329, -122.4407351474274 37.772712873893944)",BAKER,ST,2605000,PAGE ST,OAK ST,BIKE ROUTE,2010,2W,344.36483563,,,,,,0,0,0,Baker St,0.07,51,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,344.364835628
"LINESTRING (-122.43889910175884 37.771990423818814, -122.4405462099687 37.77177909830329)",PAGE,ST,10180000,BRODERICK ST,BAKER ST,BIKE ROUTE,2004,2W,482.24805872,,,,,,0,0,0,Page St,0.09,32,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,482.248058718
"LINESTRING (-122.45121306237114 37.76468236419465, -122.45256935395297 37.76450936164807)",PARNASSUS,AVE,10288000,SHRADER ST,STANYAN ST,BIKE ROUTE,2005,2W,397.08079981,,,,,,0,0,0,Parnassus Ave,0.08,40,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,397.080799811
"LINESTRING (-122.44719918801248 37.76711055877999, -122.44680545036788 37.76518173046964)",DOWNEY,ST,4965000,FREDERICK ST,ASHBURY ST,BIKE ROUTE,2010,2W,711.48812838,,,,,,0,0,0,Downey St,0.13,55,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,711.488128377
"LINESTRING (-122.4407351474274 37.772712873893944, -122.44092179243532 37.77363529630841)",BAKER,ST,2606000,OAK ST,FELL ST,BIKE ROUTE,2010,2W,340.17808909,,,,,,0,0,0,Baker St,0.06,51,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,340.178089088
"LINESTRING (-122.43723493189319 37.77220371256228, -122.43889910175884 37.771990423818814)",PAGE,ST,10179000,DIVISADERO ST,BRODERICK ST,BIKE ROUTE,2004,2W,487.22898156,,,,,,0,0,0,Page St,0.09,32,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,487.22898156
"LINESTRING (-122.4355633202657 37.77241792986567, -122.43723493189319 37.77220371256228)",PAGE,ST,10178000,SCOTT ST,DIVISADERO ST,BIKE ROUTE,2004,2W,489.40491533,,,,,,0,0,0,Page St,0.09,32,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,489.404915334
"LINESTRING (-122.44844097594479 37.7650359081524, -122.44976971363474 37.7648664531771)",PARNASSUS,AVE,10286000,BELVEDERE ST,COLE ST,BIKE ROUTE,2005,2W,389.0101464,,,,,,0,0,0,Parnassus Ave,0.07,40,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,389.01014639
"LINESTRING (-122.44763462869093 37.76513873443293, -122.44844097594479 37.7650359081524)",PARNASSUS,AVE,10285000,CLAYTON ST,BELVEDERE ST,BIKE ROUTE,2005,2W,236.07074961,,,,,,0,0,0,Parnassus Ave,0.04,40,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,236.070749609
"LINESTRING (-122.44976971363474 37.7648664531771, -122.45121306237114 37.76468236419465)",PARNASSUS,AVE,10287000,COLE ST,SHRADER ST,BIKE ROUTE,2005,2W,422.5664386,,,,,,0,0,0,Parnassus Ave,0.08,40,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,422.566438603
"LINESTRING (-122.45421726502755 37.76431094551324, -122.45546609110224 37.76416056620418, -122.45578106554358 37.76407006982625)",PARNASSUS,AVE,10291000,WILLARD ST,HILLPOINT AV,BIKE ROUTE,2005,2W,461.94609588,,,,,,0,0,0,Parnassus Ave,0.09,40,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,461.946095878
"LINESTRING (-122.44735192712507 37.78015206072711, -122.44703980727824 37.778622307574125)",MASONIC,AVE,8845101,EWING TERR,TURK ST,BIKE ROUTE,0,2W,564.27264712,,,,,,0,0,0,Masonic Ave,0.11,55,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,564.272647121
"LINESTRING (-122.44751798256712 37.78106951044173, -122.44735192712507 37.78015206072711)",MASONIC,AVE,8844101,ANZA ST,EWING TERR,BIKE ROUTE,0,2W,337.4926538,,,,,,0,0,0,Masonic Ave,0.06,55,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,337.492653799
"LINESTRING (-122.43631814312617 37.776137836652694, -122.43650723240583 37.777068080525666)",SCOTT,ST,11689000,GROVE ST,FULTON ST,BIKE ROUTE,2006,2W,343.10193053,,,,,,0,0,0,Scott St,0.06,47,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,343.101930523
"LINESTRING (-122.43650723240583 37.777068080525666, -122.43669663121686 37.778006398373655)",SCOTT,ST,11690000,FULTON ST,MC ALLISTER ST,BIKE ROUTE,2006,2W,346.01870903,,,,,,0,0,0,Scott St,0.07,47,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,346.018709035
"LINESTRING (-122.44167819396618 37.77737328458246, -122.44332105492416 37.77716444541804)",MC ALLISTER,ST,8906000,BAKER ST,LYON ST,BIKE ROUTE,0,2W,480.85826784,,,,,,0,0,0,Mc Allister St,0.09,20,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,480.858267844
"LINESTRING (-122.44002692196028 37.77758676774637, -122.44167819396618 37.77737328458246)",MC ALLISTER,ST,8905000,BRODERICK ST,BAKER ST,BIKE ROUTE,0,2W,483.52635872,,,,,,0,0,0,Mc Allister St,0.09,20,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,483.526358715
"LINESTRING (-122.43836550120785 37.7777941886826, -122.44002692196028 37.77758676774637)",MC ALLISTER,ST,8904000,DIVISADERO ST,BRODERICK ST,BIKE ROUTE,0,2W,486.07232689,,,,,,0,0,0,Mc Allister St,0.09,20,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,486.072326898
"LINESTRING (-122.43669663121686 37.778006398373655, -122.43836550120785 37.7777941886826)",MC ALLISTER,ST,8903000,SCOTT ST,DIVISADERO ST,BIKE ROUTE,0,2W,488.47065371,,,,,,0,0,0,Mc Allister St,0.09,20,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,488.47065371
"LINESTRING (-122.44703980727824 37.778622307574125, -122.44684647033225 37.77766910901022)",MASONIC,AVE,8846000,TURK ST,GOLDEN GATE AV,BIKE ROUTE,0,2W,351.54898493,,,,,,0,0,0,Masonic Ave,0.07,55,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,351.548984922
"LINESTRING (-122.44684647033225 37.77766910901022, -122.44665991213847 37.77674163616101)",MASONIC,AVE,8847000,GOLDEN GATE AV,MC ALLISTER ST,BIKE ROUTE,0,2W,341.98973318,,,,,,0,0,0,Masonic Ave,0.06,55,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,341.989733185
"LINESTRING (-122.44665991213847 37.77674163616101, -122.44647082983974 37.77580159110605)",MASONIC,AVE,8848000,MC ALLISTER ST,FULTON ST,BIKE ROUTE,0,2W,346.62535431,,,,,,0,0,0,Masonic Ave,0.07,55,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,346.625354307
"LINESTRING (-122.44647082983974 37.77580159110605, -122.44628367407381 37.774871102872076)",MASONIC,AVE,8849000,FULTON ST,GROVE ST,BIKE ROUTE,0,2W,343.10129969,,,,,,0,0,0,Masonic Ave,0.06,55,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,343.101299694
"LINESTRING (-122.44628367407381 37.774871102872076, -122.44609172716231 37.77393537163941)",MASONIC,AVE,8850000,GROVE ST,HAYES ST,BIKE ROUTE,0,2W,345.2065272,,,,,,0,0,0,Masonic Ave,0.07,55,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,345.206527201
"LINESTRING (-122.44332105492416 37.77716444541804, -122.44496661471294 37.776957667362794)",MC ALLISTER,ST,8907000,LYON ST,CENTRAL AV,BIKE ROUTE,0,2W,481.5118557,,,,,,0,0,0,Mc Allister St,0.09,20,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,481.5118557
"LINESTRING (-122.44582692520025 37.78251174237116, -122.4473015130217 37.78239164205594)",GEARY,BLVD,6105000,BAKER ST,COLLINS ST,BIKE ROUTE,2012,2W,428.38268903,,,,,,0,0,0,Geary Blvd,0.08,55,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,428.382689036
"LINESTRING (-122.44398351783971 37.80558113856598, -122.44565006383571 37.805368466770425)",MARINA,BLVD,8707201,DIVISADERO ST,BRODERICK ST,BIKE ROUTE,2012,2W,487.65767596,,,,,,0,0,0,Marina Blvd,0.09,2,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,487.657675959
"LINESTRING (-122.44634836245085 37.80048648783502, -122.4471305733755 37.80038582426385)",FRANCISCO,ST,5778000,BAKER ST,RICHARDSON AV,BIKE ROUTE,0,2W,228.95139284,,,,,,0,0,0,Francisco St,0.04,4,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,228.95139285
"LINESTRING (-122.45212643680873 37.788437494142364, -122.45376896494292 37.78822830620645)",CLAY,ST,4123000,LOCUST ST,SPRUCE ST,BIKE ROUTE,2010,2W,480.713601,,,,,,0,0,0,Clay St,0.09,10,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,480.713601003
"LINESTRING (-122.44883578081705 37.7888565116889, -122.45048024592087 37.78864712517964)",CLAY,ST,4121000,WALNUT ST,LAUREL ST,BIKE ROUTE,2010,2W,481.27506662,,,,,,0,0,0,Clay St,0.09,10,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,481.275066622
"LINESTRING (-122.44575803671664 37.789248415994365, -122.44714800810024 37.789071387497366)",CLAY,ST,4119000,LYON ST,PRESIDIO BLVD,BIKE ROUTE,2010,2W,406.79450537,,,,,,0,0,0,Clay St,0.08,10,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,406.794505358
"LINESTRING (-122.44470426990186 37.80069573441253, -122.44634836245085 37.80048648783502)",FRANCISCO,ST,5777000,BRODERICK ST,BAKER ST,BIKE ROUTE,0,2W,481.08594663,,,,,,0,0,0,Francisco St,0.09,4,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,481.085946627
"LINESTRING (-122.4457854427431 37.79768974938768, -122.44715829599339 37.79751500501346)",GREENWICH,ST,6525000,BAKER ST,LYON ST,BIKE ROUTE,2009,2W,401.73413888,,,,,,0,0,0,Greenwich St,0.08,6,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,401.734138866
"LINESTRING (-122.44733033226385 37.78994082907814, -122.44714800810024 37.789071387497366)",PRESIDIO,BLVD,10763000,WASHINGTON ST,CLAY ST,BIKE ROUTE,2006,2W,320.93692816,,,,,,0,0,0,Presidio Blvd,0.06,55,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,320.936928156
