the_geom,STREETNAME,TYPE,CNN,FROM_ST,TO_ST,FACILITY_T,YEAR_INSTA,DIRECT,SHAPE_LENG,SURFACE_TR,BARRIER,INNOVATIVE,NOTES,DIR,DOUBLE,FY,QTR,STREET_,LENGTH,NUMBER_,SHARROW,UPDATE_YR,SM_SWEEPER,CONTRAFLOW,CREATED_US,CREATED_DA,LAST_EDITE,LAST_EDI_1,SHAPE_LEN
"LINESTRING (-122.44750149683045 37.79082302395054, -122.44733033226385 37.78994082907814)",PRESIDIO,BLVD,10762000,JACKSON ST,WASHINGTON ST,BIKE ROUTE,2006,2W,325.01219461,,,,,,0,0,0,Presidio Blvd,0.06,55,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,325.012194622
"LINESTRING (-122.44767031269599 37.79165885887396, -122.44750149683045 37.79082302395054)",PRESIDIO,BLVD,10761000,PACIFIC AV,JACKSON ST,BIKE ROUTE,2006,2W,308.23063696,,,,,,0,0,0,Presidio Blvd,0.06,55,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,308.230636959
"LINESTRING (-122.4471305733755 37.80038582426385, -122.44761327940493 37.80032370157485)",FRANCISCO,ST,5779000,RICHARDSON AV,LYON ST,BIKE ROUTE,0,2W,141.28728794,,,,,,0,0,0,Francisco St,0.03,4,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,141.287287922
"LINESTRING (-122.4413682725866 37.80112569967117, -122.4430346239639 37.800908207868694)",FRANCISCO,ST,5775000,SCOTT ST,DIVISADERO ST,BIKE ROUTE,0,2W,487.91248245,,,,,,0,0,0,Francisco St,0.09,4,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,487.912482441
"LINESTRING (-122.4430346239639 37.800908207868694, -122.44470426990186 37.80069573441253)",FRANCISCO,ST,5776000,DIVISADERO ST,BRODERICK ST,BIKE ROUTE,0,2W,488.56043489,,,,,,0,0,0,Francisco St,0.09,4,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,488.560434887
"LINESTRING (-122.44079814858478 37.79832441629239, -122.44246791373399 37.79811195175331)",GREENWICH,ST,6522000,SCOTT ST,DIVISADERO ST,BIKE ROUTE,2009,2W,488.61049748,,,,,,0,0,0,Greenwich St,0.09,6,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,488.610497479
"LINESTRING (-122.44246791373399 37.79811195175331, -122.44413832475503 37.79789938066261)",GREENWICH,ST,6523000,DIVISADERO ST,BRODERICK ST,BIKE ROUTE,2009,2W,488.80226231,,,,,,0,0,0,Greenwich St,0.09,6,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,488.802262311
"LINESTRING (-122.44413832475503 37.79789938066261, -122.4457854427431 37.79768974938768)",GREENWICH,ST,6524000,BRODERICK ST,BAKER ST,BIKE ROUTE,2009,2W,481.98890425,,,,,,0,0,0,Greenwich St,0.09,6,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,481.988904257
"LINESTRING (-122.45541927966828 37.788018101821876, -122.45705805543018 37.787809342741085)",CLAY,ST,4125000,MAPLE ST,CHERRY ST,BIKE ROUTE,2010,2W,479.62087347,,,,,,0,0,0,Clay St,0.09,10,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,479.620873473
"LINESTRING (-122.45376896494292 37.78822830620645, -122.45541927966828 37.788018101821876)",CLAY,ST,4124000,SPRUCE ST,MAPLE ST,BIKE ROUTE,2010,2W,482.9952366,,,,,,0,0,0,Clay St,0.09,10,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,482.995236599
"LINESTRING (-122.45048024592087 37.78864712517964, -122.45198172169484 37.78845592366434)",CLAY,ST,4122000,LAUREL ST,LOCUST ST,BIKE ROUTE,2010,2W,439.42969396,,,,,,0,0,0,Clay St,0.08,10,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,439.429693964
"LINESTRING (-122.44714800810024 37.789071387497366, -122.44883578081705 37.7888565116889)",CLAY,ST,4120000,PRESIDIO BLVD,WALNUT ST,BIKE ROUTE,2010,2W,493.94681279,,,,,,0,0,0,Clay St,0.09,10,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,493.946812791
"LINESTRING (-122.44411947283359 37.78945708283589, -122.44575803671664 37.789248415994365)",CLAY,ST,4118000,BAKER ST,LYON ST,BIKE ROUTE,2010,2W,479.54604275,,,,,,0,0,0,Clay St,0.09,10,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,479.546042743
"LINESTRING (-122.39562292226454 37.79377922892637, -122.39630200432902 37.79325634991916)",MARKET,ST,8737102,SPEAR ST,DRUMM ST,BIKE ROUTE,2006,2W,273.4072541,,,,,,0,0,0,Market St,0.05,50,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,273.407254093
"LINESTRING (-122.39650448666193 37.79309708231223, -122.39738344595389 37.79240552149354)",MARKET,ST,8739101,MAIN ST,DAVIS ST,BIKE ROUTE,2006,2W,357.65090955,,,,,,0,0,0,Market St,0.07,50,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,357.650909556
"LINESTRING (-122.39738344595389 37.79240552149354, -122.39826444821827 37.79171605855469)",MARKET,ST,8740101,DAVIS ST,FRONT ST,BIKE ROUTE,2006,2W,357.53522759,,,,,,0,0,0,Market St,0.07,50,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,357.535227596
"LINESTRING (-122.39826444821827 37.79171605855469, -122.39914859815609 37.791016649000916)",MARKET,ST,8741201,FRONT ST,BUSH ST,BIKE ROUTE,2006,2W,360.73280824,,,,,,0,0,0,Market St,0.07,50,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,360.732808232
"LINESTRING (-122.38717336118279 37.74615738749408, -122.38710539901354 37.745224611092524, -122.38712852196664 37.745070440234024)",3RD,ST,198201,CARGO WY,BURKE AV,BIKE ROUTE,2012,2W,396.74325004,,,,,,0,0,0,3rd St,0.08,5,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,396.743250046
"LINESTRING (-122.39600861349186 37.74726234824105, -122.39618617029308 37.747384960555955, -122.3966473564 37.748351675077785)",EVANS,AVE,5340000,TOLAND ST,MARIN ST,BIKE ROUTE,2006,2W,444.44339768,,,,,,0,0,0,Evans Ave,0.08,68,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,444.443397678
"LINESTRING (-122.39530786252507 37.74980378584977, -122.39627354414 37.74974559989718)",CESAR CHAVEZ,ST,2475000,MISSOURI ST,CONNECTICUT ST,BIKE LANE,2012,2W,280.00016067,GREEN PAINT,SAFE-HIT POSTS,SEPARATED BIKEWAY,,,0,0,0,Cesar Chavez St,0.05,60,0,0,1,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,280.000160664
"LINESTRING (-122.39627354414 37.74974559989718, -122.39728541572691 37.749684622915076)",CESAR CHAVEZ,ST,2476000,CONNECTICUT ST,EVANS AV,BIKE LANE,2012,2W,293.39343199,GREEN PAINT,SAFE-HIT POSTS,SEPARATED BIKEWAY,,,0,0,0,Cesar Chavez St,0.06,60,0,0,1,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,293.393431997
"LINESTRING (-122.3966473564 37.748351675077785, -122.39728541572691 37.749684622915076)",EVANS,AVE,5341000,MARIN ST,ARMY ST,BIKE ROUTE,2006,2W,519.2290896,,,,,,0,0,0,Evans Ave,0.1,68,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,519.229089599
"LINESTRING (-122.39056358229647 37.75139047448713, -122.39043303771481 37.75011834198366)",INDIANA,ST,7200000,26TH ST,ARMY ST,BIKE ROUTE,2010,2W,464.74359508,,,,,,0,0,0,Indiana St,0.09,7,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,464.743595076
"LINESTRING (-122.3933402658361 37.74991515828467, -122.39530786252507 37.74980378584977)",CESAR CHAVEZ,ST,2474000,MISSISSIPPI ST,MISSOURI ST,BIKE LANE,2012,2W,570.31366233,GREEN PAINT,SAFE-HIT POSTS,SEPARATED BIKEWAY,,,0,0,0,Cesar Chavez St,0.11,60,0,0,1,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,570.313662328
"LINESTRING (-122.38998858946863 37.755270145977576, -122.38985954860135 37.75399971453971)",MINNESOTA,ST,9058000,23RD ST,24TH ST,BIKE ROUTE,0,2W,464.09124971,,,,,,0,0,0,Minnesota St,0.09,7,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,464.091249711
"LINESTRING (-122.38985954860135 37.75399971453971, -122.38972964451594 37.752720741363284)",MINNESOTA,ST,9059000,24TH ST,25TH ST,BIKE ROUTE,0,2W,467.21141325,,,,,,0,0,0,Minnesota St,0.09,7,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,467.211413252
"LINESTRING (-122.38972964451594 37.752720741363284, -122.38960018537767 37.75144610005286)",MINNESOTA,ST,9061000,25TH ST,26TH ST,BIKE ROUTE,0,2W,465.62880966,,,,,,0,0,0,Minnesota St,0.09,7,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,465.62880965
"LINESTRING (-122.39117419733614 37.75776791575054, -122.39103040440548 37.75623578261566)",INDIANA,ST,7196000,22ND ST,TUBBS ST,BIKE ROUTE,2010,2W,559.42702666,,,,,,0,0,0,Indiana St,0.11,7,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,559.42702666
"LINESTRING (-122.39103040440548 37.75623578261566, -122.390921942633 37.75521390242652)",INDIANA,ST,7197000,TUBBS ST,23RD ST,BIKE ROUTE,2010,2W,373.4058679,,,,,,0,0,0,Indiana St,0.07,7,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,373.405867899
"LINESTRING (-122.39178100924084 37.76414140277552, -122.39248561762632 37.76409799686323)",MARIPOSA,ST,8716000,INDIANA ST,I-280 N OFF-RAMP,BIKE ROUTE,2010,2W,204.28904435,,,,,,0,0,0,Mariposa St,0.04,23,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,204.289044359
"LINESTRING (-122.39248561762632 37.76409799686323, -122.39317380850665 37.764055599329055)",MARIPOSA,ST,8716001,I-280 OFF-RAMP,I-280 ON-RAMP,BIKE ROUTE,2010,2W,199.52927072,,,,,,0,0,0,Mariposa St,0.04,23,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,199.529270705
"LINESTRING (-122.38885128346998 37.76432183520336, -122.3898519599791 37.764260215374954)",MARIPOSA,ST,8713000,3RD ST,TENNESSEE ST,BIKE ROUTE,2010,2W,290.12752692,,,,,,0,0,0,Mariposa St,0.05,23,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,290.127526921
"LINESTRING (-122.3898519599791 37.764260215374954, -122.39081727707936 37.76420076382206)",MARIPOSA,ST,8714000,TENNESSEE ST,MINNESOTA ST,BIKE ROUTE,2010,2W,279.87620725,,,,,,0,0,0,Mariposa St,0.05,23,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,279.876207242
"LINESTRING (-122.39081727707936 37.76420076382206, -122.39178100924084 37.76414140277552)",MARIPOSA,ST,8715000,MINNESOTA ST,INDIANA ST,BIKE ROUTE,2010,2W,279.41710516,,,,,,0,0,0,Mariposa St,0.05,23,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,279.417105161
"LINESTRING (-122.39317380850665 37.764055599329055, -122.39372979568454 37.764021342892946)",MARIPOSA,ST,8716002,I-280 ON-RAMP,PENNSYLVANIA ST,BIKE ROUTE,2010,2W,161.19923424,,,,,,0,0,0,Mariposa St,0.03,23,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,161.19923424
"LINESTRING (-122.507971416108 37.76493753684977, -122.50830295701859 37.764820453100214, -122.5083648398316 37.76479588541755)",MARTIN LUTHER KING JR,DR,11998000,UNNAMED #173,SUNSET TREATMENT,BIKE ROUTE,2012,2W,124.8903434,,,,,,0,0,0,Martin Luther King Jr Dr,0.02,34,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,124.890343402
"LINESTRING (-122.5083648398316 37.76479588541755, -122.50936002104578 37.76440295420426, -122.50943358471176 37.764231033707325, -122.50940219159124 37.76403273524526)",MARTIN LUTHER KING JR,DR,11999000,LINCOLN NORTH WY,SUNSET TREATMENT,BIKE ROUTE,2012,2W,460.16988246,,,,,,0,0,0,Martin Luther King Jr Dr,0.09,34,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,460.169882463
"LINESTRING (-122.41174622487827 37.7510338946533, -122.4115928443602 37.74943623121704)",HARRISON,ST,6758000,25TH ST,26TH ST,BIKE ROUTE,0,2W,583.42839364,,,,,,0,0,0,Harrison St,0.11,33,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,583.428393647
"LINESTRING (-122.45488512552265 37.71047855350076, -122.45584555164403 37.71019717013028, -122.457068388909 37.71011091520551)",ALEMANY,BLVD,2178101,SICKLES AV,SAN JOSE AV,BIKE LANE,2006,2W,651.24150467,,,,,,0,0,0,Alemany Blvd,0.12,45,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,651.241504656
"LINESTRING (-122.38252205728058 37.7150645874484, -122.38191955752065 37.71469735046415, -122.38174027547808 37.71452549536389, -122.38166648051619 37.714396754505245, -122.38160616247906 37.71424315898661, -122.38159079649049 37.71271764842308)",HUNTERS POINT,EX,7096000,GILMAN AV,UNNAMED #47,BIKE ROUTE,0,2W,966.51174489,,,,,,0,0,0,Hunters Point Ex,0.18,805,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,966.511744897
"LINESTRING (-122.49076132385568 37.72974543359791, -122.4905467849477 37.729652015970935)",CLEARFIELD,DR,4148000,GELLERT DR,LAKE MERCED BLVD,BIKE ROUTE,2010,2W,70.75664344,,,,,,0,0,0,Clearfield Dr,0.01,85,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,70.7566434427
"LINESTRING (-122.43241656768036 37.734551364618724, -122.43264733238377 37.73454084738254)",CHENERY,ST,3925000,CASTRO ST,CARRIE ST,BIKE ROUTE,2010,2W,66.84205493,,,,,,0,0,0,Chenery St,0.01,45,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,66.8420549206
"LINESTRING (-122.42651820248356 37.74209790945386, -122.4268463750152 37.74207802930157)",30TH,ST,1668000,CHURCH ST,CHURCH ST,BIKE ROUTE,0,2W,95.16661773,,,,,,0,0,0,30th St,0.02,49,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,95.1666177391
"LINESTRING (-122.40676371611046 37.732082669884335, -122.40657484760106 37.732140823469074)",SILVER,AVE,11923000,BARNEVELD AV,GIRARD ST,BIKE ROUTE,2005,2W,58.57951303,,,,,,0,0,0,Silver Ave,0.01,70,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,58.5795130416
"LINESTRING (-122.40700235909391 37.739245894858094, -122.40701186681152 37.739099392698556, -122.40701484467397 37.73888766674775, -122.40699075811007 37.73846722626944)",BAYSHORE,BLVD,2801102,WATERLOO ST,MARENGO ST,BIKE LANE,2012,2W,283.76196392,,,,,S,0,0,0,Bayshore Blvd,0.05,25,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,283.761963922
"LINESTRING (-122.4069785851404 37.739566272337484, -122.40700738382178 37.73925109919271)",BAYSHORE,BLVD,2801101,CORTLAND AV,WATERLOO ST,BIKE LANE,2012,2W,115.06226688,,,BUFFERED BIKE LANE,,,0,0,0,Bayshore Blvd,0.02,25,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,115.062266885
"LINESTRING (-122.40699075811007 37.73846722626944, -122.40691050395695 37.73796586666883)",BAYSHORE,BLVD,2801103,MARENGO ST,INDUSTRIAL ST,BIKE LANE,2012,2W,184.02364405,,,,,,0,0,0,Bayshore Blvd,0.03,25,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,184.023644058
"LINESTRING (-122.40563347237031 37.74249239646312, -122.40604881779848 37.74194963496584, -122.40646842635877 37.741374795153476, -122.40678519725355 37.74080730008036, -122.40689466896872 37.74027596973833, -122.40695580750997 37.73969495312033, -122.4069785851404 37.739566272337484)",BAYSHORE,BLVD,2800102,FLOWER ST,CORTLAND AV,BIKE LANE,2012,2W,1154.87157462,,,BUFFERED BIKE LANE,,,0,0,0,Bayshore Blvd,0.22,25,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,1154.87157462
"LINESTRING (-122.40182242610823 37.72677526095533, -122.40147123996367 37.72551628921083)",BAYSHORE,BLVD,2812000,WAYLAND ST,WOOLSEY ST,BIKE LANE,2014,2W,469.53141842,,,BUFFERED BIKE LANE,,N,0,0,0,Bayshore Blvd,0.09,25,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,469.53141842
"LINESTRING (-122.40220919722485 37.72810197319193, -122.40210512018079 37.72778970331665)",BAYSHORE,BLVD,2809000,BACON ST,PHELPS ST,BIKE LANE,2014,2W,117.61970899,,,BUFFERED BIKE LANE,,N,0,0,0,Bayshore Blvd,0.02,25,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,117.619708995
"LINESTRING (-122.39638853648584 37.72071853991225, -122.39661702587432 37.72023091191408)",3RD,ST,230202,SALINAS AV,JAMESTOWN AV,BIKE ROUTE,0,2W,189.45424904,,,,,,0,0,0,3rd St,0.04,5,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,189.454249042
"LINESTRING (-122.38743920019495 37.74408688470907, -122.38762945354586 37.7435279284532)",3RD,ST,200202,PHELPS ST,DAVIDSON AV,BIKE ROUTE,2012,2W,210.82997206,,,,,,0,0,0,3rd St,0.04,5,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,210.829972071
"LINESTRING (-122.38737260728875 37.744259406745016, -122.38743920019495 37.74408688470907)",3RD,ST,200201,CUSTER AV,PHELPS ST,BIKE ROUTE,2012,2W,65.70329194,,,,,,0,0,0,3rd St,0.01,5,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,65.7032919288
"LINESTRING (-122.4166386969117 37.78724520942324, -122.416989831734 37.78720062615137)",POST,ST,10637000,HYDE ST,MEACHAM PL,BIKE ROUTE,2010,2W,102.75918063,,,,,,0,0,0,Post St,0.02,16,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,102.759180627
"LINESTRING (-122.40206163442372 37.74939667929315, -122.40219027778858 37.74942676373414, -122.40272424698387 37.74950530027849, -122.4028663093181 37.749478459082006)",CESAR CHAVEZ,ST,2478201,KANSAS ST,BAYSHORE BLVD,BIKE LANE,2012,2W,238.00083201,GREEN PAINT,,,,W,0,0,0,Cesar Chavez St,0.05,60,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,238.000832014
"LINESTRING (-122.40503198752029 37.75436272615268, -122.40545417189182 37.75433723137444)",23RD,ST,1251000,UNNAMED #175,UTAH ST,BIKE ROUTE,2012,2W,122.40676527,,,,,W,0,0,0,23Rd St,0.02,525,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,122.406765264
"LINESTRING (-122.40448436490368 37.75439579263483, -122.40503198752029 37.75436272615268)",23RD,ST,1250000,SAN BRUNO AV,UNNAMED #175,BIKE ROUTE,2012,2W,158.77577108,,,,,W,0,0,0,23rd St,0.03,525,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,158.775771077
"LINESTRING (-122.41652513705877 37.775764144551424, -122.4164432678138 37.77569884674968)",10TH,ST,482000,JESSIE ST,JESSIE ST,BIKE ROUTE,2010,2W,33.54386558,,,,,,0,0,0,10th St,0.01,25,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,33.5438655923
"LINESTRING (-122.48953948027449 37.77232547364553, -122.48954662370137 37.772158927102254, -122.48956811067188 37.771981634606725)",30TH,AVE,1646000,FULTON ST,SPRECKELS LAKE DR,BIKE ROUTE,0,2W,125.53220912,,,,,,0,0,0,30th Ave,0.02,530,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,125.53220912
"LINESTRING (-122.38252205728058 37.7150645874484, -122.38440201103782 37.71609096803944)",GILMAN,AVE,6184000,DONAHUE ST,EARL ST,BIKE ROUTE,0,2W,659.82377861,,,,,,0,0,0,Gilman Ave,0.12,805,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,659.823778607
"LINESTRING (-122.39088782406306 37.7103652339082, -122.39133209710882 37.710140738660385, -122.39268916199867 37.70909465727961)",HARNEY,WY,6691000,EXECUTIVE PARK BLVD,THOMAS MELLON CIR,BIKE ROUTE,0,2W,699.29258463,,,,,,0,0,0,Harney Wy,0.13,805,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,699.292584629
"LINESTRING (-122.38515706202266 37.718407364298294, -122.38569654412441 37.717797081657736)",ARELIOUS WALKER,DR,5588000,EGBERT AV,FITZGERALD AV,BIKE ROUTE,2010,2W,271.52951557,,,,,,0,0,0,Arelious Walker Dr,0.05,805,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,271.529515566
"LINESTRING (-122.38569654412441 37.717797081657736, -122.38626501343722 37.71717894847567)",ARELIOUS WALKER,DR,5589000,FITZGERALD AV,GILMAN AV,BIKE ROUTE,2010,2W,278.73679615,,,,,,0,0,0,Arelious Walker Dr,0.05,805,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,278.736796141
"LINESTRING (-122.39372979568454 37.764021342892946, -122.39470864229054 37.763964016700236)",MARIPOSA,ST,8717000,PENNSYLVANIA AV,MISSISSIPPI ST,BIKE ROUTE,2010,2W,283.71845357,,,,,,0,0,0,Mariposa St,0.05,23,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,283.718453565
"LINESTRING (-122.45158622837086 37.74554840824667, -122.45054956423076 37.744227039564144, -122.45055473681846 37.74410514843064, -122.44988088302529 37.74328593356143, -122.44975177737547 37.743271441321966, -122.44954554091274 37.743079302434474, -122.44931883414819 37.74293618168218, -122.44909905683862 37.74284311815993, -122.44878343015698 37.74276289401146, -122.44845088945608 37.742719064528046, -122.44734706643378 37.742623116278594, -122.44707269477885 37.742594630215656, -122.44680241541455 37.742533078351535, -122.4466202911181 37.74245627898529, -122.44647832854629 37.74237287592747, -122.44637344721505 37.74229620340089, -122.44628578927907 37.742198775812874, -122.44621932199477 37.742086516332776, -122.44615708021159 37.74188651468939, -122.44611880983331 37.74154919175959, -122.44606213910835 37.741371779248055, -122.4460213975528 37.741289084035074, -122.44596203889661 37.74120146914698)",O'SHAUGHNESSY,BLVD,9747201,PORTOLA DR,DEL VALE AV,BIKE ROUTE,0,2W,2502.84233645,,,,,,0,0,0,O'Shaughnessy Blvd,0.47,55,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,2502.84233644
"LINESTRING (-122.44360808951369 37.73649983325118, -122.44371813151302 37.73642141897575, -122.4437861082573 37.73633063977479, -122.44384136146319 37.73621470087123, -122.44386937541847 37.73610976562226, -122.44386440686816 37.73598463635847, -122.44383275710668 37.73589829814577, -122.44378609975418 37.735831571303535, -122.44370628780581 37.73576174773119, -122.44360634424133 37.735705095998895, -122.44349349068617 37.73566776948225, -122.44334162623187 37.73565157031989, -122.4431944990995 37.735656615889184, -122.44304866121239 37.73568696902803, -122.44213775085186 37.735947310885024, -122.44192729728711 37.73596822929356)",O'SHAUGHNESSY,BLVD,9749101,MALTA DR,BOSWORTH ST,BIKE ROUTE,0,2W,848.49466644,,,,,,0,0,0,O'Shaughnessy Blvd,0.16,55,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,848.494666441
"LINESTRING (-122.44595252770749 37.7411946750522, -122.44572126160556 37.74104627585542, -122.44550920978455 37.740994489621784, -122.44515435090138 37.740946515144664, -122.44488728304894 37.74089272683432, -122.44464530306837 37.74081742614476, -122.44447949727457 37.7407124972912, -122.44432796195795 37.740592783314185, -122.44415754858558 37.74038172037908, -122.44405870517646 37.74024513175379, -122.4438886310623 37.740103026582986, -122.44366777386163 37.7399946401722, -122.44339277729087 37.73991769972205, -122.44299117200805 37.7398333889947, -122.44282132189089 37.739783812154606, -122.44268155918712 37.73969372812443, -122.44255353165764 37.739561984991944, -122.4424901709761 37.739450999782655, -122.44246615532305 37.739233155368886, -122.4425822840018 37.73855935232825, -122.44258314539911 37.73831199892466, -122.44253343595484 37.73816252344345, -122.44240692069243 37.737808150212224, -122.4423600422263 37.73762676508348, -122.44237856465855 37.73742422425113, -122.44245682809388 37.737264345893095, -122.4426247272485 37.73709935228907, -122.44360808951369 37.73649983325118)",O'SHAUGHNESSY,BLVD,9748201,DEL VALE AV,MALTA AV,BIKE ROUTE,0,2W,2488.30887515,,,,,,0,0,0,O'Shaughnessy Blvd,0.47,55,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,2488.30887515
